time,car_loc_x,car_loc_y,car_loc_z,car_rot_pitch,car_rot_yaw,car_rot_roll,car_vel_x,car_vel_y,car_vel_z,car_ang_x,car_ang_y,car_ang_z,throttle,steer,pitch,yaw,roll,jump,boost,handbrake
0.0,0.17999999225139618,0.0,17.0,-0.009587380103766918,0.0,0.0,0.0,0.0,0.3409999907016754,0.0,-0.0004099999787285924,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
0.008335113525390625,0.17999999225139618,0.0,17.0,-0.009587380103766918,0.0,0.0,0.0,0.0,0.3409999907016754,0.0,-0.0004099999787285924,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.016666412353515625,0.28999999165534973,0.0,17.0,-0.009587380103766918,0.0,0.0,13.331000328063965,0.0,0.3409999907016754,0.0,-0.0012099999003112316,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.02500152587890625,0.5099999904632568,0.0,17.0,-0.009587380103766918,0.0,0.0,26.55099868774414,0.0,0.3409999907016754,0.0,-0.0016099999193102121,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.033336639404296875,0.8399999737739563,0.0,17.0,-0.009587380103766918,0.0,0.0,39.650997161865234,0.0,0.3409999907016754,0.0,-0.0018099999288097024,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.041667938232421875,1.2799999713897705,0.0,17.0,-0.009587380103766918,0.0,0.0,52.64099884033203,0.0,0.3409999907016754,0.0,-0.0018099999288097024,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.0500030517578125,1.8299999237060547,0.0,17.0,-0.009587380103766918,0.0,0.0,65.52099609375,0.0,0.3409999907016754,0.0,-0.0017099998658522964,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.0583343505859375,2.4800000190734863,0.0,17.0,-0.009587380103766918,0.0,0.0,78.29100036621094,0.0,0.3409999907016754,0.0,-0.0016099999193102121,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.06666946411132812,3.240000009536743,0.0,17.0,-0.009587380103766918,0.0,0.0,90.95099639892578,0.0,0.3409999907016754,0.0,-0.001509999972768128,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.07500076293945312,4.099999904632568,0.0,17.0,-0.009587380103766918,0.0,0.0,103.5009994506836,0.0,0.3409999907016754,0.0,-0.0014099999098107219,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.08333587646484375,5.069999694824219,0.0,17.0,-0.009491506032645702,0.0,0.0,115.94099426269531,0.0,0.3409999907016754,0.0,-0.0013099999632686377,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.09166717529296875,6.139999866485596,0.0,17.0,-0.009491506032645702,0.0,0.0,128.281005859375,0.0,0.3409999907016754,0.0,-0.0011099999537691474,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.10000228881835938,7.309999942779541,0.0,17.0,-0.009491506032645702,0.0,0.0,140.51100158691406,0.0,0.3409999907016754,0.0,-0.0010099998908117414,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.10833358764648438,8.579999923706055,0.0,17.0,-0.009491506032645702,0.0,0.0,152.64100646972656,0.0,0.3409999907016754,0.0,-0.0008099999977275729,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.116668701171875,9.949999809265137,0.0,17.0,-0.009491506032645702,0.0,0.0,164.6610107421875,0.0,0.3409999907016754,0.0,-0.0007099999929778278,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.125,11.420000076293945,0.0,17.0,-0.009491506032645702,0.0,0.0,176.5810089111328,0.0,0.3409999907016754,0.0,-0.0005099999834783375,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.13333511352539062,12.989999771118164,0.0,17.0,-0.009491506032645702,0.0,0.0,188.4010009765625,0.0,0.3409999907016754,0.0,-0.0004099999787285924,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.14166641235351562,14.65999984741211,0.0,17.0,-0.009491506032645702,0.0,0.0,200.1110076904297,0.0,0.3409999907016754,0.0,-0.0004099999787285924,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.15000152587890625,16.420000076293945,0.0,17.0,-0.009491506032645702,0.0,0.0,211.72100830078125,0.0,0.3409999907016754,0.0,-0.00030999997397884727,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.15833663940429688,18.279998779296875,0.0,17.0,-0.009491506032645702,0.0,0.0,223.2310028076172,0.0,0.3409999907016754,0.0,-0.00030999997397884727,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.16666793823242188,20.239999771118164,0.0,17.0,-0.009491506032645702,0.0,0.0,234.6510009765625,0.0,0.3409999907016754,0.0,-0.00030999997397884727,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.1750030517578125,22.28999900817871,0.0,17.0,-0.009491506032645702,0.0,0.0,245.97100830078125,0.0,0.3409999907016754,0.0,-0.00030999997397884727,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.1833343505859375,24.43000030517578,0.0,17.0,-0.009491506032645702,0.0,0.0,257.1910095214844,0.0,0.3409999907016754,0.0,-0.00030999997397884727,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.19166946411132812,26.670000076293945,0.0,17.0,-0.009491506032645702,0.0,0.0,268.3210144042969,0.0,0.3409999907016754,0.0,-0.00030999997397884727,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.20000076293945312,29.0,0.0,17.0,-0.009491506032645702,0.0,0.0,279.35101318359375,0.0,0.3409999907016754,0.0,-0.00030999997397884727,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.20833587646484375,31.420000076293945,0.0,17.0,-0.009491506032645702,0.0,0.0,290.291015625,0.0,0.3409999907016754,0.0,-0.0002099999983329326,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.21666717529296875,33.93000030517578,0.0,17.0,-0.009491506032645702,0.0,0.0,301.1310119628906,0.0,0.3409999907016754,0.0,-0.0002099999983329326,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.22500228881835938,36.529998779296875,0.0,17.0,-0.009491506032645702,0.0,0.0,311.8810119628906,0.0,0.3409999907016754,0.0,-0.0002099999983329326,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.23333358764648438,39.21999740600586,0.0,17.0,-0.009491506032645702,0.0,0.0,322.5409851074219,0.0,0.3409999907016754,0.0,-0.0002099999983329326,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.241668701171875,42.0,0.0,17.0,-0.009491506032645702,0.0,0.0,333.10101318359375,0.0,0.3409999907016754,0.0,-0.0002099999983329326,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.25,44.86000061035156,0.0,17.0,-0.009491506032645702,0.0,0.0,343.5710144042969,0.0,0.3409999907016754,0.0,-0.0002099999983329326,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.2583351135253906,47.80999755859375,0.0,17.0,-0.009491506032645702,0.0,0.0,353.95098876953125,0.0,0.3409999907016754,0.0,-0.0002099999983329326,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.2666664123535156,50.849998474121094,0.0,17.0,-0.009491506032645702,0.0,0.0,364.2510070800781,0.0,0.3409999907016754,0.0,-0.00010999999358318746,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.27500152587890625,53.96999740600586,0.0,17.0,-0.009491506032645702,0.0,0.0,374.46099853515625,0.0,0.3409999907016754,0.0,-0.00010999999358318746,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.2833366394042969,57.16999816894531,0.0,17.0,-0.009491506032645702,0.0,0.0,384.58099365234375,0.0,0.3409999907016754,0.0,-0.00010999999358318746,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.2916679382324219,60.459999084472656,0.0,17.0,-0.009491506032645702,0.0,0.0,394.6109924316406,0.0,0.3409999907016754,0.0,-0.00010999999358318746,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.3000030517578125,63.82999801635742,0.0,17.0,-0.009491506032645702,0.0,0.0,404.5610046386719,0.0,0.3409999907016754,0.0,-0.00010999999358318746,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.3083343505859375,67.27999877929688,0.0,17.0,-0.009491506032645702,0.0,0.0,414.4209899902344,0.0,0.3409999907016754,0.0,-0.00010999999358318746,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.3166694641113281,70.81999969482422,0.0,17.0,-0.009491506032645702,0.0,0.0,424.20098876953125,0.0,0.3409999907016754,0.0,-0.00010999999358318746,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.3250007629394531,74.43999481201172,0.0,17.0,-0.009491506032645702,0.0,0.0,433.8909912109375,0.0,0.3409999907016754,0.0,-0.00010999999358318746,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.33333587646484375,78.13999938964844,0.0,17.0,-0.009491506032645702,0.0,0.0,443.5010070800781,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.34166717529296875,81.91999816894531,0.0,17.0,-0.009491506032645702,0.0,0.0,453.031005859375,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.3500022888183594,85.7699966430664,0.0,17.0,-0.009491506032645702,0.0,0.0,462.4809875488281,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.3583335876464844,89.69999694824219,0.0,17.0,-0.009491506032645702,0.0,0.0,471.8509826660156,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.366668701171875,93.70999908447266,0.0,17.0,-0.009491506032645702,0.0,0.0,481.1409912109375,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.375,97.79999542236328,0.0,17.0,-0.009491506032645702,0.0,0.0,490.3509826660156,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.3833351135253906,101.95999908447266,0.0,17.0,-0.009491506032645702,0.0,0.0,499.4809875488281,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.3916664123535156,106.19999694824219,0.0,17.0,-0.009491506032645702,0.0,0.0,508.531005859375,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.40000152587890625,110.50999450683594,0.0,17.0,-0.009491506032645702,0.0,0.0,517.5009765625,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.4083366394042969,114.89999389648438,0.0,17.0,-0.009491506032645702,0.0,0.0,526.3909912109375,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.4166679382324219,119.36000061035156,0.0,17.0,-0.009491506032645702,0.0,0.0,535.2109375,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.4250030517578125,123.88999938964844,0.0,17.0,-0.009491506032645702,0.0,0.0,543.9509887695312,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.4333343505859375,128.5,0.0,17.0,-0.009491506032645702,0.0,0.0,552.6209716796875,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.4416694641113281,133.17999267578125,0.0,17.0,-0.009491506032645702,0.0,0.0,561.2109375,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.4500007629394531,137.92999267578125,0.0,17.0,-0.009491506032645702,0.0,0.0,569.73095703125,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
0.45833587646484375,142.75,0.0,17.0,-0.009491506032645702,0.0,0.0,578.1809692382812,0.0,0.3409999907016754,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0
