time,car_loc_x,car_loc_y,car_loc_z,car_rot_pitch,car_rot_yaw,car_rot_roll,car_vel_x,car_vel_y,car_vel_z,car_ang_x,car_ang_y,car_ang_z,throttle,steer,pitch,yaw,roll,jump,boost,handbrake
0.0,0.17999999225139618,0.0,17.0,-0.009587380103766918,0.0,0.0,0.0,0.0,0.3409999907016754,0.0,-0.0004099999787285924,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.00830078125,0.17999999225139618,0.0,17.0,-0.009587380103766918,0.0,0.0,0.0,0.0,0.3409999907016754,0.0,-0.0004099999787285924,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.01666259765625,0.35999998450279236,0.0,17.0,-0.009587380103766918,0.0,0.0,21.590999603271484,0.0,0.26099997758865356,0.0,-0.0012099999003112316,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.02496337890625,0.7199999690055847,0.0,17.0,-0.009587380103766918,0.0,0.0,43.000999450683594,0.0,0.20099999010562897,0.0,-0.0016099999193102121,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.0333251953125,1.2599999904632568,0.0,17.0,-0.009587380103766918,0.0,0.0,64.22100067138672,0.0,0.16099999845027924,0.0,-0.0017099998658522964,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.0416259765625,1.96999990940094,0.0,17.0,-0.009587380103766918,0.0,0.0,85.26099395751953,0.0,0.14100000262260437,0.0,-0.0017099998658522964,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.04998779296875,2.8499999046325684,0.0,17.0,-0.009587380103766918,0.0,0.0,106.1209945678711,0.0,0.12099999934434891,0.0,-0.0017099998658522964,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.05828857421875,3.9099998474121094,0.0,17.0,-0.009587380103766918,0.0,0.0,126.80099487304688,0.0,0.11100000143051147,0.0,-0.0016099999193102121,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.066650390625,5.139999866485596,0.0,17.0,-0.009587380103766918,0.0,0.0,147.31100463867188,0.0,0.10099999606609344,0.0,-0.001509999972768128,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.074951171875,6.539999961853027,0.0,17.0,-0.009587380103766918,0.0,0.0,167.64100646972656,0.0,0.10099999606609344,0.0,-0.0013099999632686377,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.08331298828125,8.109999656677246,0.0,17.0,-0.009491506032645702,0.0,0.0,187.80101013183594,0.0,0.10099999606609344,0.0,-0.0012099999003112316,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.09161376953125,9.84000015258789,0.0,17.0,-0.009491506032645702,0.0,0.0,207.781005859375,0.0,0.10099999606609344,0.0,-0.0010099998908117414,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.0999755859375,11.739999771118164,0.0,17.0,-0.009491506032645702,0.0,0.0,227.59100341796875,0.0,0.10099999606609344,0.0,-0.0008099999977275729,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.10833740234375,13.799999237060547,0.0,17.0,-0.009491506032645702,0.0,0.0,247.2310028076172,0.0,0.10099999606609344,0.0,-0.0007099999929778278,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.11663818359375,16.020000457763672,0.0,17.0,-0.009491506032645702,0.0,0.0,266.70098876953125,0.0,0.10099999606609344,0.0,-0.0005099999834783375,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.125,18.399999618530273,0.0,17.0,-0.009491506032645702,0.0,0.0,286.010986328125,0.0,0.10099999606609344,0.0,-0.0004099999787285924,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.13330078125,20.939998626708984,0.0,17.0,-0.009491506032645702,0.0,0.0,305.1510009765625,0.0,0.10099999606609344,0.0,-0.00030999997397884727,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.14166259765625,23.639999389648438,0.0,17.0,-0.009491506032645702,0.0,0.0,324.1310119628906,0.0,0.10099999606609344,0.0,-0.00030999997397884727,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.14996337890625,26.5,0.0,17.0,-0.009491506032645702,0.0,0.0,342.9410095214844,0.0,0.10099999606609344,0.0,-0.00030999997397884727,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.1583251953125,29.510000228881836,0.0,17.0,-0.009491506032645702,0.0,0.0,361.59100341796875,0.0,0.10099999606609344,0.0,-0.00030999997397884727,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.1666259765625,32.68000030517578,0.0,17.0,-0.009491506032645702,0.0,0.0,380.08099365234375,0.0,0.10099999606609344,0.0,-0.0002099999983329326,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.17498779296875,36.0,0.0,17.0,-0.009491506032645702,0.0,0.0,398.4209899902344,0.0,0.10099999606609344,0.0,-0.0002099999983329326,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
0.18328857421875,39.46999740600586,0.0,17.0,-0.009491506032645702,0.0,0.0,416.6009826660156,0.0,0.10099999606609344,0.0,-0.0002099999983329326,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0
