0.098145, -460.683960, -3207.243164, 1097.649780, -1065.839111, 1435.415527, 983.281860, 9916, -12597, 27237, -1.262000, 4.379800, -3.901900
0.114502, -478.152924, -3183.719727, 1113.631348, -1065.307983, 1434.707275, 972.132202, 9831, -12189, 28558, -1.262000, 4.379800, -3.901900
0.130859, -495.607697, -3160.211426, 1129.434692, -1064.776855, 1433.999146, 960.997681, 9722, -11810, 29856, -1.262000, 4.379800, -3.901900
0.147217, -513.057007, -3136.706787, 1145.048340, -1064.245605, 1433.290894, 949.863159, 9583, -11462, 31125, -1.262000, 4.379800, -3.901900
0.163574, -530.502747, -3113.218262, 1160.484375, -1063.714478, 1432.582642, 938.728699, 9422, -11147, 32367, -1.262000, 4.379800, -3.901900
0.179932, -547.932373, -3089.742676, 1175.740234, -1063.183350, 1431.874512, 927.607361, 9236, -10870, -31963, -1.262000, 4.379800, -3.901900
0.196289, -565.359131, -3066.276611, 1190.809082, -1062.652222, 1431.166260, 916.492554, 9033, -10636, -30790, -1.262000, 4.379800, -3.901900
0.212646, -582.769104, -3042.827148, 1205.697021, -1062.120972, 1430.458008, 905.377747, 8815, -10442, -29652, -1.262000, 4.379800, -3.901900
0.229004, -600.176758, -3019.380127, 1220.400879, -1061.589966, 1429.749878, 894.265137, 8582, -10289, -28547, -1.262000, 4.379800, -3.901900
0.245361, -617.567078, -2995.950439, 1234.928711, -1061.058716, 1429.041748, 883.169983, 8341, -10179, -27475, -1.262000, 4.379800, -3.901900
0.261719, -634.957397, -2972.532227, 1249.264648, -1060.527588, 1428.333496, 872.074829, 8096, -10104, -26430, -1.262000, 4.379800, -3.901900
0.278076, -652.336426, -2949.123535, 1263.425293, -1059.996460, 1427.625244, 860.979675, 7844, -10067, -25414, -1.262000, 4.379800, -3.901900
0.294434, -669.706970, -2925.733154, 1277.403442, -1059.465332, 1426.916992, 849.895386, 7592, -10060, -24418, -1.262000, 4.379800, -3.901900
0.310791, -687.067017, -2902.343506, 1291.197388, -1058.934082, 1426.208862, 838.819946, 7340, -10085, -23445, -1.262000, 4.379800, -3.901900
0.327148, -704.417969, -2878.972900, 1304.817139, -1058.403076, 1425.500732, 827.744446, 7089, -10141, -22489, -1.262000, 4.379800, -3.901900
0.343506, -721.768860, -2855.612305, 1318.252808, -1057.871826, 1424.792358, 816.669006, 6845, -10228, -21547, -1.262000, 4.379800, -3.901900
0.359863, -739.100281, -2832.261230, 1331.503662, -1057.340698, 1424.084229, 805.613037, 6609, -10338, -20624, -1.262000, 4.379800, -3.901900
0.376221, -756.431519, -2808.929443, 1344.570190, -1056.809448, 1423.376099, 794.557251, 6380, -10471, -19706, -1.262000, 4.379800, -3.901900
0.392578, -773.743835, -2785.598145, 1357.453857, -1056.278442, 1422.667847, 783.501465, 6163, -10627, -18804, -1.262000, 4.379800, -3.901900
0.408936, -791.055420, -2762.285400, 1370.162476, -1055.747192, 1421.959595, 772.454285, 5958, -10803, -17907, -1.262000, 4.379800, -3.901900
0.425293, -808.358704, -2738.982178, 1382.687134, -1055.216064, 1421.251465, 761.418091, 5764, -10995, -17018, -1.262000, 4.379800, -3.901900
0.441650, -825.650635, -2715.690186, 1395.029663, -1054.684937, 1420.543213, 750.382019, 5586, -11202, -16132, -1.262000, 4.379800, -3.901900
0.458008, -842.934937, -2692.415771, 1407.196533, -1054.153809, 1419.835083, 739.345825, 5423, -11424, -15250, -1.262000, 4.379800, -3.901900
0.474365, -860.207153, -2669.143555, 1419.179077, -1053.622559, 1419.126953, 728.327026, 5275, -11662, -14376, -1.262000, 4.379800, -3.901900
0.490723, -877.479431, -2645.888184, 1430.980713, -1053.091553, 1418.418579, 717.310547, 5150, -11913, -13503, -1.262000, 4.379800, -3.901900
0.507080, -894.734985, -2622.642334, 1442.605469, -1052.560303, 1417.710449, 706.294067, 5041, -12172, -12629, -1.262000, 4.379800, -3.901900
