0.099609, -281.381104, 1631.465820, 130.102646, 896.910278, -1170.587646, -775.171753, 5142, 31492, -31828, 3.324200, 4.198300, 2.706300
0.116211, -266.685913, 1612.285278, 117.269043, 896.457764, -1169.997559, -785.440674, 5904, 32245, -31250, 3.324200, 4.198300, 2.706300
0.132812, -251.990753, 1593.110229, 104.265251, 896.005310, -1169.407349, -795.709595, 6627, -32446, -30577, 3.324200, 4.198300, 2.706300
0.149414, -237.310669, 1573.949341, 91.097359, 895.552856, -1168.817139, -805.963379, 7295, -31495, -29789, 3.324200, 4.198300, 2.706300
0.166016, -224.436508, 1557.835083, 96.506081, 748.799438, -921.110352, 482.350067, 8073, -29827, -27912, 4.558100, 3.705500, 1.221900
0.182617, -212.161011, 1542.746460, 104.280609, 748.425720, -920.657959, 471.451630, 8411, -28665, -26576, 4.558100, 3.705500, 1.221900
0.199219, -199.899628, 1527.657837, 111.875801, 748.051941, -920.205444, 460.557312, 8637, -27416, -25152, 4.558100, 3.705500, 1.221900
0.215820, -187.643814, 1512.572998, 119.286903, 747.678162, -919.752991, 449.678558, 8738, -26110, -23674, 4.558100, 3.705500, 1.221900
0.232422, -175.387985, 1497.504028, 126.523895, 747.304382, -919.300537, 438.799774, 8715, -24790, -22181, 4.558100, 3.705500, 1.221900
0.249023, -163.145294, 1482.435059, 133.583664, 746.930603, -918.848083, 427.921021, 8568, -23498, -20716, 4.558100, 3.705500, 1.221900
0.265625, -150.909149, 1467.378906, 140.462784, 746.556824, -918.395569, 417.055054, 8304, -22276, -19314, 4.558100, 3.705500, 1.221900
0.282227, -138.673004, 1452.329590, 147.167801, 746.183044, -917.943176, 406.195984, 7932, -21148, -18005, 4.558100, 3.705500, 1.221900
0.298828, -126.438995, 1437.282471, 153.688705, 745.809265, -917.490662, 395.336884, 7465, -20131, -16808, 4.558100, 3.705500, 1.221900
0.315430, -114.222527, 1422.252930, 160.035522, 745.435486, -917.038208, 384.479614, 6919, -19226, -15718, 4.558100, 3.705500, 1.221900
0.332031, -102.006050, 1407.223267, 166.206772, 745.061707, -916.585754, 373.640198, 6307, -18436, -14733, 4.558100, 3.705500, 1.221900
0.348633, -89.790726, 1392.204834, 172.195709, 744.687927, -916.133301, 362.800781, 5639, -17742, -13843, 4.558100, 3.705500, 1.221900
0.365234, -77.593933, 1377.194824, 178.010544, 744.314148, -915.680786, 351.961334, 4925, -17140, -13035, 4.558100, 3.705500, 1.221900
